lambda_1,lambda_2,lambda_3,x_opt_1,x_opt_2,x_opt_3
0.21280226042522776,0.16455620114953798,0.6226415384252344,-1.4362115187106244,-1.4362114651104099,-1.43621152846282
0.19769064514948786,0.7148096535614094,0.08749970128910291,-2.0,-2.0,-2.0
0.7015957541341916,0.02495279989674721,0.2734514459690612,-1.122477615624235,-1.1224776092232642,-1.1224776189772774
0.5102028539321631,0.15617965546044174,0.33361749060739515,-1.406190651542894,-1.406190690862242,-1.4061906381801785
0.19533212014967977,0.39836214922894897,0.40630573062137126,-1.6851047452677128,-1.6851047249227824,-1.685104728353549
0.28325042286192653,0.508431912895449,0.2083176642426245,-2.0,-2.0,-2.0
0.09679031489245932,0.801093860017741,0.1021158250897997,-2.0,-2.0,-2.0
0.06434801129175262,0.33868867778669776,0.5969633109215496,-1.5744432955977363,-1.5744432854565884,-1.574443312235849
0.3922443268322467,0.10514352704687352,0.5026121461208798,-1.3691360547167846,-1.369136025685147,-1.369136109209832
0.12726603501009018,0.12066251957905276,0.7520714454108571,-1.4093036134920107,-1.4093037278271254,-1.4093036808287416
0.32368209735490017,0.6182587427442628,0.05805915990083692,-2.0,-2.0,-2.0
0.7776571113709535,0.05517073129286861,0.16717215733617785,-1.0506697086554817,-1.0506701103704772,-1.0506699303614233
0.6186694769173067,0.23545718387960013,0.14587333920309326,-1.5871333514940849,-1.5871333725128332,-1.5871333461178376
0.7462748062471156,0.004671471700685947,0.24905372205219853,1.5922643533961478,1.592264376760872,1.592264400762896
0.6271024334160896,0.10634517788405429,0.2665523886998561,-1.2967648527075253,-1.2967648980987678,-1.2967648975340376
0.5586695341363632,0.07164397230556305,0.3696864935580738,-1.2869264352807983,-1.2869264451150653,-1.2869264409015857
0.2112034787487567,0.34555937694968747,0.4432371443015558,-1.6175048761221826,-1.6175048797983034,-1.6175048641725969
0.6187184965122617,0.051545473782270514,0.32973602970546767,-1.230077638019643,-1.2300776556021629,-1.2300776388012493
0.4101748733601185,0.26005753329023096,0.32976759334965067,-1.5545426218142244,-1.554542583322958,-1.554542582676439
0.40732933222662443,0.5276381185264039,0.06503254924697181,-2.0,-2.0,-2.0
0.45428591809769636,0.27622488177982124,0.26948920012248234,-1.5996198786278168,-1.5996198771989756,-1.5996198724652584
0.4989945677588866,0.31371288256979246,0.187292549671321,-1.7333917851020002,-1.7333917849931009,-1.7333918411273768
0.7533901743242981,0.14775541257569988,0.09885441310000183,-1.2764370885590464,-1.2764372312004115,-1.276437144915742
0.09182768510883774,0.42747130715806253,0.4807010077330996,-1.6787582929665603,-1.6787582836532262,-1.678758300022833
0.599943040250159,0.3403931938823085,0.05966376586753247,-2.0,-2.0,-2.0
0.15864034410310174,0.5745755213432585,0.2667841345536397,-2.0,-2.0,-2.0
0.10334188056006686,0.1650220068920713,0.7316361125478619,-1.4396448015283618,-1.4396445570774195,-1.4396446114661876
0.2451398865141605,0.3645861168988547,0.39027399658698475,-1.657445548690739,-1.6574455679592242,-1.6574455483744535
0.4590532385841076,0.2792634892133289,0.26168327220256365,-1.608308517365542,-1.6083085546347426,-1.6083085337955763
0.37535719413566665,0.3518863734186727,0.2727564324456605,-1.7133466860630355,-1.7133466842813276,-1.7133466928843515
0.22750052182460964,0.7307845444992485,0.041714933676141874,-2.0,-2.0,-2.0
0.03657310071883928,0.4845303589785572,0.47889654030260354,-1.7284902568588045,-1.728490269803073,-1.7284902695476512
0.01721170868999616,0.43474984842908587,0.5480384428809179,-1.6598300105153991,-1.6598300044014784,-1.6598300108108774
0.04705136457431434,0.03918910996717619,0.9137595254585096,-1.369009604096285,-1.3690096383526575,-1.3690096344490656
0.1976063863460906,0.7835204997366745,0.018873113917235045,-2.0,-2.0,-2.0
0.14222264841041204,0.19437895483559522,0.6633983967539927,-1.4602345285500462,-1.46023453154755,-1.4602345326489359
0.4958925548983402,0.22408046871419895,0.2800269763874609,-1.512577603048123,-1.512577503058903,-1.5125775915804587
0.4555963498367755,0.3889121302409594,0.15549151992226515,-1.9678768982495116,-1.96787687838724,-1.9678768851888964
0.34687214777915376,0.32235622628729615,0.33077162593355003,-1.6359407661965728,-1.6359407830460893,-1.6359407925263614
0.2819400234881206,0.12116998909598387,0.5968899874158955,-1.3973917890262657,-1.3973917739382686,-1.3973917850433824
0.08820393283473618,0.2969636922647104,0.6148323749005534,-1.5403697377478573,-1.5403697389657105,-1.5403697590991805
0.6292740901322689,0.2350405428270753,0.13568536704065562,-1.5940579075765375,-1.594057914445125,-1.594057894137923
0.14680349439230814,0.6570493025180781,0.19614720308961384,-2.0,-2.0,-2.0
0.19288346251785224,0.1485168346935969,0.658599702788551,-1.4247862323594134,-1.4247862198834182,-1.424786238092938
0.02502630738338193,0.028431423525148006,0.9465422690914701,-1.3657126252537695,-1.3657124740029096,-1.365711998370693
0.4356673374914382,0.39176292302853594,0.17256973948002582,-1.9285704809487418,-1.9285703864550297,-1.9285704526743637
