lambda_1,lambda_2,lambda_3,x_opt_1,x_opt_2,x_opt_3
0.003983105191452455,0.28747034723539994,0.7085465475731477,-1.5238441668883762,-1.5238441709634365,-1.523844169131505
0.4029079058685533,0.5834442318427248,0.013647862288722026,-2.0,-2.0,-2.0
0.14127662738826552,0.8572308802435498,0.0014924923681845178,-2.0,-2.0,-2.0
0.37909958964765805,0.3218397381066057,0.2990606722457363,-1.6519160213455675,-1.6519154143818002,-1.6519154613049303
0.3441744303365981,0.6101451549382837,0.045680414725118204,-2.0,-2.0,-2.0
0.0361257852738143,0.2115307715070859,0.7523434432190998,-1.4713295263051405,-1.4713295216737476,-1.4713294881798553
0.16518652220526384,0.511904713550874,0.3229087642438623,-1.8747425449611426,-1.8747425297973284,-1.8747425544511263
0.6552788322046812,0.12063716404815963,0.22408400374715903,-1.302857038893001,-1.3028571530077055,-1.3028570978770566
0.5816586006079746,0.10124033188346433,0.31710106750856115,-1.3122929691085483,-1.3122929888598796,-1.3122929769391263
0.3670060504534309,0.2482876558131885,0.3847062937333807,-1.5279720487985455,-1.5279720619327397,-1.5279720772315464
0.5562924813726879,0.3587845011705782,0.0849230174567338,-2.0,-2.0,-2.0
0.2541442659018713,0.5933813315567013,0.15247440254142766,-2.0,-2.0,-2.0
0.31310098087253313,0.49541829589741104,0.1914807232300558,-2.0,-2.0,-2.0
0.14424842049543063,0.47926986620543566,0.3764817132991339,-1.7874768920160244,-1.7874768537811063,-1.7874768815516469
0.5583295112241401,0.18072235915039145,0.26094812962546843,-1.4389659106767563,-1.438966032717987,-1.4389660076054904
0.5852921713154572,0.35054757658686075,0.06416025209768195,-2.0,-2.0,-2.0
0.5923070043511138,0.2662757451637378,0.1414172504851484,-1.6785729809319747,-1.6785730132809167,-1.6785729530139601
0.15453084698958236,0.2536098466559751,0.5918593063544424,-1.5091168142075033,-1.509116821115113,-1.5091168266075872
0.058312021860434445,0.13815607886614048,0.803531899273425,-1.4238590139919944,-1.4238590088019583,-1.4238590167670795
0.44823329225888126,0.30047955541401644,0.25128715232710236,-1.649173720897529,-1.6491737052364464,-1.6491737113038822
0.5677635089309315,0.15924713166474302,0.2729893594043254,-1.4012567958668247,-1.4012567518153212,-1.401256739388088
0.46665286236270026,0.36719040881863085,0.16615672881866894,-1.8881078298220095,-1.8881078168977852,-1.8881078223912444
0.4733637160662704,0.0900482993696175,0.436587984564112,-1.3368872072936604,-1.3368872169662664,-1.3368872646835235
0.15708364667109534,0.7688100422040873,0.07410631112481737,-2.0,-2.0,-2.0
0.6189850572260519,0.14111602653254107,0.23989891624140702,-1.3564097777816795,-1.3564097778880517,-1.3564097655720293
0.05470372708737317,0.00867761562768246,0.9366186572849442,-1.3526268717687575,-1.3526268923667448,-1.3526268677318292
0.01005965943358842,0.5809360014131466,0.4090043391532648,-1.8618247348455501,-1.8618247137374524,-1.8618246636035622
0.2005031413738476,0.20253622033716778,0.5969606382889848,-1.4672811315134224,-1.4672812744082964,-1.4672811537871748
0.36675175435096513,0.5586122370015231,0.0746360086475117,-2.0,-2.0,-2.0
0.47294620931893494,0.2776689569004302,0.24938483378063495,-1.6121459073256341,-1.6121458376194508,-1.6121458535572877
0.21988768760487817,0.07724148431452925,0.7028708280805926,-1.3723973626754185,-1.3723973523261699,-1.3723973744032147
0.3990025845999126,0.20348186494236414,0.3975155504577231,-1.4729037127722961,-1.472903632215195,-1.4729036717110815
0.07586808486697733,0.21917314556021544,0.7049587695728071,-1.477556574893526,-1.4775565677206384,-1.4775565630887593
0.4736538058959886,0.18925455348887316,0.3370916406151382,-1.455187483701269,-1.455187451683136,-1.4551874707988357
0.5185462563317247,0.11947337323392794,0.3619803704343473,-1.3571305926463366,-1.357130584088265,-1.357130585095957
0.08584866914110134,0.06773176155519695,0.8464195693037018,-1.3807234668076824,-1.3807234260542387,-1.3807234801672106
0.40698393898713126,0.24500927814546455,0.3480067828674042,-1.5304158688821283,-1.5304159125280294,-1.530415901458772
0.5655154074893458,0.330088608572897,0.10439598393775702,-1.9773136048984228,-1.977313584298026,-1.9773135880048858
0.10413859255086232,0.016642471417322717,0.8792189360318149,-1.3507898914337406,-1.3507899105286485,-1.3507899865436517
0.5783775566003343,0.4131027813391418,0.008519662060524014,-2.0,-2.0,-2.0
0.03451292059277194,0.8604049741575319,0.10508210524969613,-2.0,-2.0,-2.0
0.30181792820914266,0.041161617799311344,0.657020453991546,-1.335216800897219,-1.3352167879216819,-1.3352167802868746
0.5292564872655945,0.0896544324125862,0.38108908032181943,-1.3190173897934283,-1.3190173990799114,-1.3190174355381739
0.09704797856672358,0.43615126605971494,0.4668007553735614,-1.6923395239259647,-1.6923395184008012,-1.6923395317680576
0.47185557969655173,0.5134159803735955,0.014728439929852784,-2.0,-2.0,-2.0
0.2975500761084262,0.28085238623775177,0.4215975376538221,-1.5575258946823338,-1.5575258907721585,-1.5575258693715277
0.24416730317319277,0.07663262138792369,0.6792000754388835,-1.3689139014415954,-1.368913881102774,-1.3689138781789207
0.6425688052312197,0.22720089141327118,0.13023030335550906,-1.574303599929111,-1.574303632926808,-1.5743036311362752
0.7428458973108346,0.005346579683302698,0.2518075230058627,1.586602194601842,1.5866022829081836,-1.0432993398604187
0.19605575724570565,0.331014115887622,0.4729301268666722,-1.5949696332415448,-1.594969669434052,-1.5949696519004641
0.8461994951335899,0.11303392074176022,0.04076658412464991,-0.9947593416888909,-0.9947593666400475,-0.9947593157310145
0.14289163478399022,0.8378260867048012,0.019282278511208686,-2.0,-2.0,-2.0
0.2864860665028639,0.5832060070374825,0.1303079264596535,-2.0,-2.0,-2.0
0.06602956747666176,0.4752106905647656,0.45875974195857266,-1.7308217370510728,-1.7308217594388167,-1.7308217473213208
0.74416945980094,0.02827753929168365,0.22755300090737635,-1.0694743254472738,-1.0694746122094743,-1.0694746371720831
0.5443636850744968,0.3807487134179497,0.07488760150755346,-2.0,-2.0,-2.0
0.46649057775393143,0.47478395556327163,0.05872546668279705,-2.0,-2.0,-2.0
0.7217780917618148,0.001443232524405814,0.27677867571377934,1.5601207495771083,1.5601209689959894,-1.0690045150779186
0.19017261916981731,0.7875727189256478,0.022254661904534824,-2.0,-2.0,-2.0
0.7553557842190644,0.15456116548019025,0.0900830503007453,-1.2949240549072083,-1.2949240931337442,-1.2949241441904609
0.413282284319976,0.4459878922661121,0.1407298234139119,-2.0,-2.0,-2.0
0.1560627902570995,0.4484794746356259,0.39545773510727467,-1.742261354371192,-1.7422613448209372,-1.7422613308879118
0.0016060492206253112,0.690304794607701,0.30808915617167393,-2.0,-2.0,-2.0
0.3109988782912757,0.35257174037669664,0.3364293813320279,-1.6709041663524673,-1.6709042524020135,-1.6709041613484665
0.7446391614051799,0.13706550173970786,0.11829533685511216,-1.2584100895459962,-1.2584106054988131,-1.258410690743477
0.4401829542833362,0.3491776565616185,0.21063938915504532,-1.773412019482568,-1.7734120139949934,-1.7734120110036267
0.678096190030646,0.004191062893714788,0.3177127470756391,-1.1247924982108604,1.5080092251729313,1.5080092032553514
0.05345425084569997,0.6873424070045613,0.2592033421497389,-2.0,-2.0,-2.0
0.15628324224511872,0.11135392379892095,0.7323628339559602,-1.4012275842172304,-1.4012272283638183,-1.4012271783171302
0.5516257437515792,0.4162573365030556,0.032116919745365194,-2.0,-2.0,-2.0
0.0002541104802587178,0.7019302781477272,0.2978156113720139,-2.0,-2.0,-2.0
0.3271045572784942,0.41250195854276284,0.2603934841787429,-1.8160692790810065,-1.8160692655196087,-1.8160692920703048
0.07497428971929121,0.44421235375743817,0.4808133565232705,-1.693162305332666,-1.6931623472328754,-1.6931623217745677
0.2937349635957484,0.25480561750235836,0.4514594189018933,-1.5250623296171182,-1.5250622976813162,-1.5250621772527992
0.09572353841063162,0.7855410298820231,0.11873543170734514,-2.0,-2.0,-2.0
0.6325451606522404,0.010572002059187818,0.3568828372885717,-1.1742711808024051,-1.174271102651229,-1.174271170342472
0.6818768403706643,0.18148962925431253,0.13663353037502302,-1.4272954609394908,-1.4272954817475336,-1.427295475422236
0.2803418717367608,0.22562445591199826,0.49403367235124096,-1.491766879151061,-1.4917669609064141,-1.4917669657985086
0.5512807162975251,0.06867176513245947,0.3800475185700155,-1.2869791405273763,-1.2869791563938382,-1.2869791205720076
0.6357050661022792,0.045092718594084424,0.31920221530363635,-1.210154137430137,-1.2101542606455964,-1.21015421162681
0.047550279345250114,0.49016778166866504,0.46228193898608494,-1.7420640092385855,-1.7420640154378295,-1.742064020899769
0.33429928078757964,0.45254062126426503,0.21316009794815552,-1.9576915030909765,-1.9576915186170238,-1.9576915259174685
0.8107406650897779,0.09931811786062945,0.08994121704959256,-1.0554401568355556,-1.0554401170426626,-1.055440173311288
0.48006099671573144,0.13621341801991577,0.38372558526435285,-1.3857141670257647,-1.385714172624394,-1.385714169397419
0.605555022355463,0.19195606456786993,0.20248891307666708,-1.4598573941273745,-1.4598573021043155,-1.459857309462969
