lambda1,lambda2,lambda3,x_opt,cov_matrix,solution_covariance,objective_covariance,sensitivity_norm,P_matrix,P_flattened
0.103933344746947,0.5084420004975969,0.38762465475545616,"[-1.8087783484510251, -1.8087783784707052, -1.8087783435465146]","[[3.0423706792092275, -23651.34337259235, 45705.37868211375], [-23651.34337259235, -118.72843485707918, -853.0217306794441], [45705.37868211375, -853.0217306794441, 54.56569659987238]]","[[0.0004039329814767127, 0.0004039328565554288, 0.00040393265041296385], [0.0004039328565554288, 0.0004039327316344762, 0.0004039325254919288], [0.00040393265041296385, 0.0004039325254919288, 0.0004039323193498735]]",4.165519712313587,72788.78857946396,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.1551258555018503,0.49078390124517823,0.35409024325297145,"[-1.8186449670519897, -1.8186449678931644, -1.8186449564321872]","[[1.506957135155318, -24365.929417095485, 46927.21780924685], [-24365.929417095485, -122.35155322592917, -197.34585673248262], [46927.21780924685, -197.34585673248262, 56.67880064529882]]","[[0.00048794940312463263, 0.00048794940333094275, 0.0004879492463783213], [0.00048794940333094275, 0.00048794940353780533, 0.00048794924658481344], [0.0004879492463783213, 0.00048794924658481344, 0.0004879490896329753]]",4.264030930706131,74778.47718952979,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.6105883745293854,0.03776367469312833,0.35164795077748623,"[-1.2199920978561007, -1.2199917462077736, -1.2199919215348964]","[[19.93606810640074, -4571.4500618109705, 9005.17141089754], [-4571.4500618109705, -23.248891301986596, -8105.049617863642], [9005.17141089754, -8105.049617863642, 1.4394061429126026]]","[[0.3708365627660683, 0.37083659278726405, 0.3708366034401847], [0.37083659278726405, 0.37083662281118746, 0.3708366334662819], [0.3708366034401847, 0.3708366334662819, 0.37083664412319434]]",0.7415891818901432,18313.031815083687,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.2759827769145572,0.5474972658593559,0.17651995722608693,"[-2.0, -2.0, -2.0]","[[-35.97465478596078, -38642.82937543478, 77285.65875087028], [-38642.82937543478, -193.21414687717535, 14389.861914384737], [77285.65875087028, 14389.861914384737, 114.59440083156949]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",8.11814740342454,123882.48718434352,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.37748787338471035,0.20634875419336624,0.4161633724219233,"[-1.4755887148826548, -1.4755887118635929, -1.4755887011472277]","[[24.70023785983706, -9026.692816431634, 17599.896452073623], [-9026.692816431634, -45.49553548904868, -9790.63770879975], [17599.896452073623, -9790.63770879975, 9.812682113758342]]","[[0.00048206332566774377, 0.00048206318847259964, 0.00048206307480398903], [0.00048206318847259964, 0.00048206305127926623, 0.00048206293760997323], [0.00048206307480398903, 0.00048206293760997323, 0.0004820628239415883]]",1.6615684029139575,31212.03335856281,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.449666733592059,0.2884251498229782,0.26190811658496277,"[-1.623007666515755, -1.6230076656098713, -1.6230077128147469]","[[20.776206179348478, -13969.09113638479, 26691.26564496743], [-13969.09113638479, -70.46105078638867, -7974.026096983024], [26691.26564496743, -7974.026096983024, 22.847323098394057]]","[[0.0008684656977579469, 0.0008684655460607391, 0.0008684657385965925], [0.0008684655460607391, 0.0008684653943686675, 0.0008684655869022629], [0.0008684657385965925, 0.0008684655869022629, 0.0008684657794379185]]",2.561562644659696,44071.469689755206,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.4811937241811711,0.05370797126334836,0.46509830455548057,"[-1.2993994139027332, -1.2993994521840893, -1.2993994207034918]","[[22.37021242777022, -5565.834800322129, 10952.444231720086], [-5565.834800322129, -28.14085716694308, -8998.240904954357], [10952.444231720086, -8998.240904954357, 2.665683233716898]]","[[0.0007251275709446432, 0.0007251287261197217, 0.0007251275206997137], [0.0007251287261197217, 0.0007251298813260122, 0.0007251286759040684], [0.0007251275206997137, 0.0007251286759040684, 0.0007251274705038579]]",1.0600871687829891,21536.180755977413,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.048123713646895064,0.590199983748217,0.3616763026048879,"[-1.9185548777009325, -1.9185548906114347, -1.9185549569472244]","[[-17.140460928615653, -32055.18042484101, 61694.53308965671], [-32055.18042484101, -160.83423093423335, 7298.825702069109], [61694.53308965671, 7298.825702069109, 83.41307608292468]]","[[0.0005513064109681767, 0.0005513061948418849, 0.000551306253766149], [0.0005513061948418849, 0.000551305978716495, 0.0005513060376403121], [0.000551306253766149, 0.0005513060376403121, 0.000551306096564997]]",6.194167320685504,98863.94106490286,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.3410693075383032,0.581175262481703,0.07775542997999384,"[-2.0, -2.0, -2.0]","[[-35.97465478596007, -38642.82937543578, 77285.65875086957], [-38642.82937543578, -193.21414687717606, 14389.861914383458], [77285.65875086957, 14389.861914383458, 114.59440083156736]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",8.61032680600737,123882.48718434296,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.2971004424329956,0.48700761899229467,0.21589193857470976,"[-2.0, -2.0, -2.0]","[[-35.97465478596078, -38642.82937543478, 76686.30976165175], [-38642.82937543478, -193.21414687717535, 14389.861914384737], [76686.30976165175, 14389.861914384737, 112.62468885040349]]","[[0.0005961320875285169, 0.0005961320576897603, 0.000596132217031053], [0.0005961320576897603, 0.000596132027851135, 0.0005961321871923691], [0.000596132217031053, 0.0005961321871923691, 0.0005961323465337334]]",7.296004765251636,123135.30889241697,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
