lambda1,lambda2,lambda3,x_opt,cov_matrix,solution_covariance,objective_covariance,sensitivity_norm,P_matrix,P_flattened
0.7700972647323736,0.18765949668724033,0.042243238580385936,"[-1.4330321519697142, -1.4330321500769734, -1.4330321332295965]","[[24.660757309018422, -8352.122580049474, 14424.905719137938], [-8352.122580049474, -44.43210122717378, -9364.96357831654], [14424.905719137938, -9364.96357831654, 6.756455542463069]]","[[0.021483963021502912, 0.02148396172611486, 0.021483958593872615], [0.02148396172611486, 0.021483960430734517, 0.021483957298496555], [0.021483958593872615, 0.021483957298496555, 0.02148395416627028]]",1.6512994573212745,27038.480483507832,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.35233320133902407,0.21922920660884287,0.42843759205213305,"[-1.4895175078584906, -1.489517290468355, -1.4895172201188438]","[[24.61535160259416, -9392.700612072815, 18318.403302530583], [-9392.700612072815, -47.31737423141347, -9747.796903507222], [18318.403302530583, -9747.796903507222, 10.737490378155456]]","[[0.00043850957346909503, 0.00043850999064742066, 0.000438509548620374], [0.00043850999064742066, 0.00043851040782950647, 0.0004385099657996435], [0.000438509548620374, 0.0004385099657996435, 0.00043850952377345225]]",1.70701118056305,32212.03964004113,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.46667663569543605,0.4288489944745864,0.10447436982997751,"[-2.0, -2.0, -2.0]","[[-35.97465478596078, -38642.82937543535, 77285.65875087028], [-38642.82937543535, -193.21414687717606, 14389.861914384312], [77285.65875087028, 14389.861914384312, 114.59440083156807]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",7.628071717159377,123882.48718434379,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.5170692219287435,0.3612374937498077,0.12169328432144881,"[-2.0, -2.0, -2.0]","[[-35.97465478596078, -38642.82937543535, 74856.14538762278], [-38642.82937543535, -193.21414687717606, 14389.861914384028], [74856.14538762278, 14389.861914384028, 107.47412773253835]]","[[0.0019753294307174054, 0.0019753290992721387, 0.0019753293039896347], [0.0019753290992721387, 0.0019753287678271666, 0.0019753289725446487], [0.0019753293039896347, 0.0019753289725446487, 0.001975329177262378]]",6.809616603834555,120861.93758691942,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.4533068400679928,0.3934961771990001,0.15319698273300714,"[-1.9863187735911603, -1.9863188196091028, -1.986318817430375]","[[-35.16939750716617, -38481.77791967615, 72471.87227124271], [-38481.77791967615, -192.40888959838074, 14054.577585338706], [72471.87227124271, 14054.577585338706, 101.73016807710056]]","[[0.0017161702718921149, 0.0017161705063097237, 0.0017161703242743636], [0.0017161705063097237, 0.0017161707407280732, 0.0017161705586923952], [0.0017161703242743636, 0.0017161705586923952, 0.001716170376657017]]",6.688628000602845,117733.3848745385,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.9354042722177321,0.05538094946958872,0.009214778312679103,"[2.0, 2.0, 2.0]","[[-104.03836143027476, 0.0, -25037.954269133847], [0.0, 62.5948856728348, 41615.34457210987], [-25037.954269133847, 41615.34457210987, 20.721737878720248]]","[[0.38156157969724247, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",17.381377857321983,68683.96674019437,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.017487321258697126,0.9638347729793355,0.018677905761967237,"[-2.0, -2.0, -2.0]","[[-35.97465478596149, -38642.82937543493, 77285.65875086957], [-38642.82937543493, -193.21414687717748, 14389.86191438488], [77285.65875086957, 14389.86191438488, 114.59440083156807]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",14.223067705656291,123882.48718434275,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.8074625848334817,0.16153201203843853,0.031005403128079836,"[-1.2278358772441755, -1.2278358935118412, -1.227835798926799]","[[19.873938639641597, -4609.114896954924, 8727.027873301498], [-4609.114896954924, -24.70693639222228, -8406.568868656006], [8727.027873301498, -8406.568868656006, 1.4891304683855466]]","[[0.018903070327675995, 0.018903067097132412, 0.018903064438405143], [0.018903067097132412, 0.018903063866598076, 0.018903061207865245], [0.018903064438405143, 0.018903061207865245, 0.018903058549142322]]",0.8527994953004961,18334.440792671896,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.6347982601476171,0.2619171144298879,0.10328462542249486,"[-1.7299699534681496, -1.7299699408495348, -1.7299699254426943]","[[11.849724682128482, -19951.154680589836, 35375.0413900179], [-19951.154680589836, -101.52136679533612, -3512.4753387044902], [35375.0413900179, -3512.4753387044902, 36.472523906636134]]","[[0.005068959565325028, 0.005068957276139168, 0.005068957887038563], [0.005068957276139168, 0.0050689549869564945, 0.005068955597854144], [0.005068957887038563, 0.005068955597854144, 0.0050689562087537525]]",3.7159741045891717,57650.420606683416,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.02013224249082361,0.5273202749957405,0.45254748251343596,"[-1.780326042103042, -1.7803259772500553, -1.7803261283801282]","[[7.029153234254437, -21761.652435321677, 42274.3806029014], [-21761.652435321677, -109.20215115903673, -2515.6078907799892], [42274.3806029014, -2515.6078907799892, 48.608344665362324]]","[[0.00028923682291952273, 0.00028923665111989043, 0.00028923659471951247], [0.00028923665111989043, 0.0002892364793215761, 0.0002892364229198334], [0.00028923659471951247, 0.0002892364229198334, 0.00028923636652067894]]",3.8087282916327756,67335.4026316002,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.1312857341120697,0.7264479003587311,0.14226636552919927,"[-2.0, -2.0, -2.0]","[[-35.97465478596149, -38642.829375435496, 77285.65875087013], [-38642.829375435496, -193.21414687717606, 14389.861914384028], [77285.65875087013, 14389.861914384028, 114.59440083156807]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",10.359448560607447,123882.48718434363,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.07460584922946457,0.515313468219127,0.4100806825514085,"[-1.7982891345908458, -1.7982891088476554, -1.7982891153422986]","[[4.573942272823928, -22936.609009387466, 44413.228019218564], [-22936.609009387466, -115.12463099868313, -1491.8248736367445], [44413.228019218564, -1491.8248736367445, 52.31588348310083]]","[[0.00035776952010515536, 0.00035776944952721354, 0.0003577693840213862], [0.00035776944952721354, 0.0003577693789502864, 0.0003577693134436412], [0.0003577693840213862, 0.0003577693134436412, 0.00035776924793839743]]",4.048195404430521,70722.78845134507,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.48662784551035415,0.19940685216941315,0.31396530232023284,"[-1.470461690304053, -1.4704616606316494, -1.4704617204292827]","[[24.719035577926718, -8919.684551257773, 17262.05835909937], [-8919.684551257773, -45.07225594613402, -9775.112195836185], [17262.05835909937, -9775.112195836185, 9.434645178292556]]","[[0.0008362289431907035, 0.0008362285397390193, 0.0008362287735990062], [0.0008362285397390193, 0.000836228136288834, 0.0008362283701477355], [0.0008362287735990062, 0.0008362283701477355, 0.0008362286040081086]]",1.7234959498886413,30760.156550441585,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.0705256609170705,0.24713580918766756,0.6823385298952619,"[-1.4981191355706578, -1.498119145771242, -1.4981191397624456]","[[24.539247226711325, -9593.910299496429, 18878.47416412029], [-9593.910299496429, -48.19472568792307, -9749.291521383866], [18878.47416412029, -9749.291521383866, 11.417463124763572]]","[[0.0001738843377523052, 0.00017388449356140232, 0.00017388441427953588], [0.00017388449356140232, 0.00017388464937141427, 0.00017388457008898827], [0.00017388441427953588, 0.00017388457008898827, 0.0001738844908084898]]",1.5841996300314005,32969.383203251455,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.23773289885905194,0.14468265014457582,0.6175844509963722,"[-1.4194350807068694, -1.4194350580536144, -1.4194350516704897]","[[24.576991745222188, -7680.898937716734, 15115.205432363011], [-7680.898937716734, -38.64779901680784, -9802.460418492345], [15115.205432363011, -9802.460418492345, 6.7378552379789625]]","[[0.0002696540713832619, 0.0002696545189677961, 0.0002696548524863982], [0.0002696545189677961, 0.00026965496657037363, 0.0002696553000951318], [0.0002696548524863982, 0.0002696553000951318, 0.0002696556336394951]]",1.342339684076084,27696.74874601191,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.26628224566101194,0.45434608022661566,0.27937167411237235,"[-1.8529181472018585, -1.8529181675936819, -1.8529181229347116]","[[-4.3584170164407965, -26990.493250629297, 51427.83853618255], [-26990.493250629297, -135.64011722002718, 2286.4031193593346], [51427.83853618255, 2286.4031193593346, 64.5058335379332]]","[[0.0008148355039485644, 0.0008148355709845839, 0.000814835836686966], [0.0008148355709845839, 0.0008148356380209845, 0.0008148359037230635], [0.000814835836686966, 0.0008148359037230635, 0.0008148361694278716]]",4.705462689480293,82201.5599701128,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.16380711750179197,0.33094906984429323,0.5052438126539148,"[-1.5869060476235515, -1.5869060398818304, -1.586906057720748]","[[22.459618914859547, -12436.837373268403, 24295.06950055163], [-12436.837373268403, -62.49778109872679, -8833.541316846691], [24295.06950055163, -8833.541316846691, 19.142474797020625]]","[[0.00025586604029638515, 0.0002558658002696249, 0.0002558660168099041], [0.0002558658002696249, 0.0002558655602440315, 0.00025586577678314034], [0.0002558660168099041, 0.00025586577678314034, 0.0002558659933235866]]",2.0998652065651977,40569.919065803675,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.8439984859844347,0.10265064085835918,0.05335087315720609,"[-0.9829414183716143, -0.9829410793906826, -0.9829412278493219]","[[11.182667852880623, -2814.5301966131165, 5651.568264801323], [-2814.5301966131165, -14.660760433462539, -4909.354323254629], [5651.568264801323, -4909.354323254629, 1.421134379066924]]","[[1.5362676382040221, 1.167642119421916, 1.1745050904190408], [1.167642119421916, 1.22016802524097, 0.7841263721765117], [1.1745050904190408, 0.7841263721765117, 1.2183579510583087]]",2.813764040988971,11310.502637407877,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.20245485631518317,0.19772934957027968,0.5998157941145372,"[-1.4632686583818884, -1.4632686466693827, -1.4632686781604378]","[[24.734920373629166, -8691.657231542393, 17078.592748683262], [-8691.657231542393, -43.71119648679418, -9838.973579179466], [17078.592748683262, -9838.973579179466, 9.102232882010952]]","[[0.0002472878430559798, 0.0002472873531635404, 0.0002472872954183433], [0.0002472873531635404, 0.00024728686328649295, 0.00024728680553734434], [0.0002472872954183433, 0.00024728680553734434, 0.0002472867477925861]]",1.4940722433508817,30464.07521870983,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.15628749478092144,0.12528278775503707,0.7184297174640415,"[-1.4104847367673654, -1.4104847463798662, -1.4104847618917877]","[[24.495868781499297, -7487.588421260227, 14769.691040042972], [-7487.588421260227, -37.64781786165976, -9778.432049564073], [14769.691040042972, -9778.432049564073, 6.3302423526085505]]","[[0.0002078523891040812, 0.0002078526288492535, 0.0002078527171310952], [0.0002078526288492535, 0.00020785286860494715, 0.00020785295688527464], [0.0002078527171310952, 0.00020785295688527464, 0.00020785304516995825]]",1.2699979055661246,27196.56286633774,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.27074903032862974,0.6489483831438795,0.08030258652749074,"[-2.0, -2.0, -2.0]","[[-35.97465478596149, -38642.829375436064, 77285.65875086957], [-38642.829375436064, -193.21414687717748, 14389.861914383742], [77285.65875086957, 14389.861914383742, 114.59440083156665]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",9.404752877372406,123882.4871843432,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.16886014884895761,0.6587380699312464,0.1724017812197959,"[-2.0, -2.0, -2.0]","[[-35.97465478596149, -38642.82937543493, 77285.6587508707], [-38642.82937543493, -193.21414687717606, 14389.861914384595], [77285.6587508707, 14389.861914384595, 114.59440083156807]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",9.25564332295389,123882.4871843441,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.026242550928393955,0.5733171290794362,0.40044031999216995,"[-1.862134530540301, -1.8621345462971657, -1.8621345382535794]","[[-5.656716817163243, -27415.958291198735, 53001.41391548422], [-27415.958291198735, -137.55674302996042, 2641.193957096419], [53001.41391548422, 2641.193957096419, 67.61749554438197]]","[[0.00040694943299487453, 0.0004069493827137339, 0.00040694927060352677], [0.0004069493827137339, 0.00040694933243304223, 0.00040694922032288606], [0.00040694927060352677, 0.00040694922032288606, 0.0004069491082130565]]",5.114575889278014,84472.15298043595,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.26187857454826713,0.43312061569831983,0.30500080975341315,"[-1.7960846426585761, -1.7960846799968395, -1.7960846498898104]","[[4.702491963357147, -22955.189185389314, 43962.61074789493], [-22955.189185389314, -115.37360382259294, -1425.3476608939764], [43962.61074789493, -1425.3476608939764, 51.4045579886691]]","[[0.0006381112379019163, 0.0006381111834875536, 0.0006381112597635367], [0.0006381111834875536, 0.0006381111290746532, 0.0006381112053502457], [0.0006381112597635367, 0.0006381112053502457, 0.0006381112816268752]]",3.9514590907747196,70166.82204671369,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.1296882628323339,0.8246260883259319,0.045685648841734344,"[-2.0, -2.0, -2.0]","[[-35.97465478596007, -38642.82937543521, 77285.65875087043], [-38642.82937543521, -193.21414687717464, 14389.861914384312], [77285.65875087043, 14389.861914384312, 114.59440083156949]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",12.723197241536285,123882.48718434387,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.6028234248856859,0.11944046371728081,0.27773611139703336,"[-1.3283309398633614, -1.3283309928163891, -1.3283309542868356]","[[23.07418405313655, -6008.658535167086, 11690.776526610662], [-6008.658535167086, -30.541562805332667, -9274.13198863487], [11690.776526610662, -9274.13198863487, 3.3405759349175668]]","[[0.001640444049401412, 0.001640444806582101, 0.001640445655526544], [0.001640444806582101, 0.0016404455637767542, 0.0016404464127244723], [0.001640445655526544, 0.0016404464127244723, 0.001640447261682251]]",1.1959170205028473,22750.318481825507,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.87433541132044,0.06762419959507805,0.05804038908448186,"[2.0, 2.0, 2.0]","[[-104.03836143027449, 12518.977134566978, -25037.95426913383], [12518.977134566978, 62.59488567283453, 56837.26059089929], [-25037.95426913383, 56837.26059089929, 20.721737878719892]]","[[2.0818364450267826, 1.8041314558837969, 1.8041317516149213], [1.8041314558837969, 1.9383259762072818, 1.9383262937594088], [1.8041317516149213, 1.9383262937594088, 1.9383266113118112]]",12.81704799890314,89600.28704978833,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.195179338165325,0.4901318188962012,0.31468884293847377,"[-1.8576661902738278, -1.857666174517852, -1.8576661716966352]","[[-5.075350451431859, -27248.224078991254, 52196.98317913554], [-27248.224078991254, -136.85101292124813, 2512.9047162681672], [52196.98317913554, 2512.9047162681672, 65.98499366884809]]","[[0.0006495454647929152, 0.0006495457759034747, 0.0006495455392129259], [0.0006495457759034747, 0.0006495460870145007, 0.0006495458503235888], [0.0006495455392129259, 0.0006495458503235888, 0.0006495456136335362]]",4.810595926283418,83346.46978203785,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.8459955364916552,0.00033821849235325836,0.15366624501599163,"[1.826196077954302, 1.8261961198661687, 1.8261961195707361]","[[-55.58163113712222, 15606.144348783708, 0.0], [15606.144348783708, 76.30042206713625, 81143.69714498681], [0.0, 81143.69714498681, 0.0]]","[[0.004806426309543103, -0.0008088026224070423, 0.0187063388988426], [-0.0008088026224070423, 0.6809424543747363, -0.024497035188386328], [0.0187063388988426, -0.024497035188386328, 0.38412682162245687]]",2.8112290386222285,116857.65514786336,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.37728130875882954,0.2532899251551606,0.3694287660860099,"[-1.5367855969863187, -1.5367856886274252, -1.5367857453189837]","[[23.929142156766048, -10787.866301487198, 20927.514974284164], [-10787.866301487198, -54.35663057860616, -9412.991357805466], [20927.514974284164, -9412.991357805466, 14.301925236572544]]","[[0.0005185214098562029, 0.0005185213968805292, 0.0005185213314313546], [0.0005185213968805292, 0.000518521383905154, 0.0005185213184560958], [0.0005185213314313546, 0.0005185213184560958, 0.0005185212530082227]]",1.964411574252619,35859.31439768112,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.267182016481748,0.5331063620771612,0.19971162144109078,"[-2.0, -2.0, -2.0]","[[-35.97465478596149, -38642.82937543493, 77285.6587508707], [-38642.82937543493, -193.21414687717606, 14389.861914384595], [77285.6587508707, 14389.861914384595, 114.59440083156807]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",7.983175059280052,123882.4871843441,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.31407263772704613,0.44050126019118674,0.24542610208176716,"[-1.8794375898414852, -1.8794375855558283, -1.8794376149333727]","[[-9.490546367452879, -29178.718355574205, 55192.78019609757], [-29178.718355574205, -146.70162738926535, 4437.4212512235545], [55192.78019609757, 4437.4212512235545, 71.10200092046028]]","[[0.0010995284456065814, 0.0010995286948940037, 0.0010995287153352212], [0.0010995286948940037, 0.001099528944182555, 0.0010995289646235523], [0.0010995287153352212, 0.0010995289646235523, 0.0010995289850648405]]",5.103678600052449,88513.78007379094,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.13804166813732122,0.10640345526822984,0.755554876594449,"[-1.3994239998142666, -1.3994239564576216, -1.3994240332663872]","[[24.374309406369576, -7261.0106702303765, 14335.381136513517], [-7261.0106702303765, -36.504634944632386, -9735.99068412355], [14335.381136513517, -9735.99068412355, 5.843911315263028]]","[[0.00019626650608072397, 0.00019626634085466083, 0.00019626686891006812], [0.00019626634085466083, 0.0001962661756411685, 0.00019626670368641584], [0.00019626686891006812, 0.00019626670368641584, 0.00019626723174912268]]",1.2243096269417209,26571.259785977894,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.40251242328317516,0.5863753734767295,0.011112203240095497,"[-2.0, -2.0, -2.0]","[[-35.97465478596007, -38642.829375434645, 77285.65875086986], [-38642.829375434645, -193.21414687717464, 14389.861914384312], [77285.65875086986, 14389.861914384312, 114.59440083156949]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",8.076042800092546,123882.48718434281,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.0035149132377313404,0.706482246050952,0.29000284071131666,"[-2.0, -2.0, -2.0]","[[-35.97465478596007, -38642.82937543521, 77285.65875087043], [-38642.82937543521, -193.21414687717464, 0.0], [77285.65875087043, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",7.181051170287195,122199.51410407622,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.27958734660129164,0.21844593302426318,0.5019667203744452,"[-1.4843892624478212, -1.4843892599121247, -1.4843892714217035]","[[24.65267735366652, -9243.031007629696, 18092.557494848763], [-9243.031007629696, -46.51792417696967, -9780.61141801831], [18092.557494848763, -9780.61141801831, 10.419780969255754]]","[[0.00032784495079821294, 0.000327844972931762, 0.0003278448830837563], [0.000327844972931762, 0.00032784499506704703, 0.00032784490521846316], [0.0003278448830837563, 0.00032784490521846316, 0.0003278448153717604]]",1.6320305068178265,31888.432346055684,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.35970334311302155,0.27445643191706826,0.36584022496991025,"[-1.5634842182135746, -1.5634842528242088, -1.563484230706805]","[[23.242383893900964, -11662.786494473423, 22600.805179792544], [-11662.786494473423, -58.74078770276405, -9111.439095348644], [22600.805179792544, -9111.439095348644, 16.688406936135536]]","[[0.0004998073864322483, 0.000499807243586805, 0.000499807216595129], [0.000499807243586805, 0.000499807100741802, 0.0004998070737490269], [0.000499807216595129, 0.0004998070737490269, 0.0004998070467613164]]",2.096981479496702,38205.691737608795,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.34417371316569456,0.1992379401861217,0.4565883466481839,"[-1.466529441095829, -1.4665294549809478, -1.4665294752647244]","[[24.729335910155825, -8789.002041518968, 17177.72573339822], [-8789.002041518968, -44.274954328878735, -9817.108918243563], [17177.72573339822, -9817.108918243563, 9.262815115643619]]","[[0.00041432733065649235, 0.0004143275917502753, 0.00041432716454266864], [0.0004143275917502753, 0.0004143278528468417, 0.00041432742563730094], [0.00041432716454266864, 0.00041432742563730094, 0.00041432699843207033]]",1.596853283652586,30616.916062073364,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.24640587181895685,0.4014953594510352,0.35209876873000795,"[-1.7195779014431365, -1.7195778898502982, -1.719577870064433]","[[13.743844940155725, -18385.280335411662, 35459.3393215481], [-18385.280335411662, -92.41333667974558, -5161.8003398674255], [35459.3393215481, -5161.8003398674255, 36.93084231235986]]","[[0.00046318110515547944, 0.00046318022264337107, 0.0004631804498528902], [0.00046318022264337107, 0.00046317934013890666, 0.00046317956734621865], [0.0004631804498528902, 0.00046317956734621865, 0.000463179794555534]]",3.1421741446565505,56956.69420504686,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.016482804691543194,0.4211932068731898,0.562323988435267,"[-1.64495262847426, -1.644952636661324, -1.6449526235187988]","[[19.62619588627561, -14706.094160219292, 28771.691542088574], [-14706.094160219292, -73.8206336421193, -7681.46338726595], [28771.691542088574, -7681.46338726595, 26.038927282731805]]","[[0.0001889323755160157, 0.00018893235617609255, 0.00018893229868534637], [0.00018893235617609255, 0.00018893233683657317, 0.0001889322793460472], [0.00018893229868534637, 0.0001889322793460472, 0.00018893222185614457]]",2.327899142684321,46969.93880689775,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.45815592811219524,0.4435397793930443,0.09830429249476048,"[-2.0, -2.0, -2.0]","[[-35.97465478596078, -38642.82937543507, 77285.65875087028], [-38642.82937543507, -193.21414687717606, 14389.861914384595], [77285.65875087028, 14389.861914384595, 114.59440083156807]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",7.670771233355678,123882.48718434367,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.15596642100724228,0.7585959474549844,0.08543763153777331,"[-2.0, -2.0, -2.0]","[[-35.97465478596007, -38642.829375434645, 77285.65875087043], [-38642.829375434645, -193.21414687717464, 14389.86191438488], [77285.65875087043, 14389.86191438488, 114.59440083156949]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",11.162229343958277,123882.48718434364,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.42758269921650777,0.2608612854289507,0.3115560153545416,"[-1.5607655305233983, -1.5607655560591227, -1.560765535050568]","[[23.316612166212636, -11598.50111521429, 22360.737165990442], [-11598.50111521429, -58.4918635197937, -9112.004147579], [22360.737165990442, -9112.004147579, 16.367790611148436]]","[[0.0006846631844471105, 0.0006846630819073176, 0.0006846633505412312], [0.0006846630819073176, 0.0006846629793689524, 0.0006846632480018971], [0.0006846633505412312, 0.0006846632480018971, 0.0006846635166370987]]",2.1449451263744725,37882.93892361482,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.2091573379800301,0.6830573444602805,0.10778531755968934,"[-2.0, -2.0, -2.0]","[[-35.97465478596007, -38642.82937543521, 77285.65875086986], [-38642.82937543521, -193.21414687717606, 14389.861914384028], [77285.65875086986, 14389.861914384028, 114.59440083156807]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",9.799584052996593,123882.48718434309,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.01642123368138964,0.48922964578096484,0.4943491205376454,"[-1.724807716047391, -1.7248076996428836, -1.724807717494305]","[[13.330097384849182, -18550.90658349013, 36148.005464550864], [-18550.90658349013, -93.10093242660358, -5090.918180465138], [36148.005464550864, -5090.918180465138, 38.12262022273245]]","[[0.0002348594452946732, 0.00023485940561105244, 0.00023485955767545564], [0.00023485940561105244, 0.000234859365927942, 0.0002348595179921577], [0.00023485955767545564, 0.0002348595179921577, 0.00023485967005771466]]",3.014377760051773,57909.18806993258,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.13777612834420586,0.24222043602857365,0.6200034356272205,"[-1.4981410749570896, -1.4981410807158786, -1.498141089806127]","[[24.538746564173053, -9600.409301682263, 18861.440763060884], [-9600.409301682263, -48.249433017362264, -9742.445740249364], [18861.440763060884, -9742.445740249364, 11.405048395165451]]","[[0.00020953576911202502, 0.00020953589815369013, 0.00020953596162193107], [0.00020953589815369013, 0.00020953602719644626, 0.0002095360906648121], [0.00020953596162193107, 0.0002095360906648121, 0.00020953615413409527]]",1.6131433013866507,32949.615643782075,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
