lambda1,lambda2,lambda3,sensitivity_norm
0.29367527998833254,0.5551560561169587,0.1511686638947088,0.8746735929648319
0.45432627878790754,0.5010428478322271,0.044630873379865287,2.903182970661388
0.10553751767289109,0.8262884723223175,0.06817401000479134,2.247235017047681
0.42843416319709005,0.35631740692671426,0.21524842987619577,0.5607852445933649
0.5984990244247177,0.23143341990851626,0.17006755566676607,0.35650284247998243
0.007344708172024602,0.9501057026244811,0.042549589203494234,2.5853731153774473
0.13013536020640926,0.07049315694189942,0.7993714828516914,0.121420801098853
0.5242231125660828,0.30892579100442213,0.166851096429495,0.2983771637773731
0.07090176796737188,0.023992475196543246,0.9051057568360849,0.11059910853074084
0.05117357206000375,0.4745526642906284,0.47427376364936774,0.32640924398888155
0.7054055723812264,0.23925961421771322,0.0553348134010604,0.3557982174917176
0.08555220405174009,0.3794208128063259,0.5350269831419341,0.32382635012418226
0.376758793248727,0.2753783881416151,0.34786281860965784,0.20608528545569246
0.35700963105186473,0.05290012315980395,0.5900902457883312,0.07678190234082599
0.581486201655603,0.3615270708224782,0.05698672752191877,1.8462044104387747
0.0370724325505356,0.09365641704416108,0.8692711504053033,0.07426035454213634
0.07152579602961558,0.8606987955561984,0.06777540841418579,2.530904188265942
0.034211436718232145,0.44849944134430225,0.5172891219374657,0.4329642183015992
0.11563577968246613,0.1625189447426011,0.7218452755749328,0.2391418675973344
0.3062460761161516,0.5546142691326129,0.1391396547512355,2.323864436026768
0.5294757298482,0.18947879745143403,0.28104547270036595,0.13398413121657665
0.0593205303823453,0.07474391097072958,0.8659355586469251,0.10256171999803515
0.06499753797589433,0.9281522563118549,0.006850205712250723,1.8369006124049743
0.4320190778911411,0.2000806816816503,0.3679002404272087,0.15680622001625757
0.23941525235044891,0.725702127570599,0.03488262007895193,2.596034840458639
0.025414556684147608,0.6661476263190618,0.30843781699679057,1.413500334489779
0.05303126011350083,0.9297690562008711,0.017199683685628,1.7429194240782757
0.7403117552930492,0.08715180102575924,0.17253644368119145,0.04024132772191844
0.08965178397828771,0.7934024205976765,0.11694579542403571,4.275013500675689
0.17734961664734056,0.6590582021934284,0.16359218115923105,1.8431363529004132
0.05194594364069478,0.19922154444108522,0.74883251191822,0.08383560611945218
0.8617316106928873,0.111241248696463,0.027027140610649685,2.7574857397926413
0.4782682981727838,0.2743865531909368,0.2473451486362794,0.37189981188852284
0.656584392605097,0.15890820775774353,0.18450739963715926,0.13514713463830405
0.63758615562711,0.188227458861805,0.17418638551108515,0.11920861940902545
0.5187426254761324,0.029658477538100695,0.45159889698576683,0.07743668518495722
0.21406686924941634,0.007876151777127496,0.7780569789734563,0.07915115856575757
0.15592538516211576,0.05885345770437216,0.785221157133512,0.05342514596224797
0.3648352134405063,0.27606660352334156,0.3590981830361521,0.13792118793393446
0.21865383127689922,0.6411745035847101,0.14017166513839055,1.7929885604656757
0.7935516524346495,0.18759190551746044,0.01885644204789005,0.2815417719504251
0.8631338484580765,0.02629027452213303,0.11057587701979053,1.012913991886149
0.4983514627136966,0.09296011976298073,0.40868841752332263,0.16882939318759377
0.25891915337042243,0.6371417003045605,0.103939146325017,2.468825592716927
0.9091540512788825,0.006046443176312589,0.08479950554480478,1.2415710115802554
0.2391711462978427,0.6315214672304683,0.12930738647168902,1.8862897261150327
0.5998143916572847,0.17124927704004284,0.2289363313026725,0.17420374280658177
0.15532180338801369,0.36555078540543817,0.47912741120654817,0.29590998383907247
0.4259027958869272,0.3392112864177566,0.23488591769531614,0.37810646288712
0.32288383006908783,0.10733927380393363,0.5697768961269785,0.08099425417880514
0.03212316301837533,0.18522662130818807,0.7826502156734366,0.1387739062394185
0.009035331712062349,0.30940199899822324,0.6815626692897145,0.11349509535212324
0.27639365026193224,0.23767188523948152,0.4859344644985862,0.1490218746875495
0.5,0.5,0.0,1.1202418280435138
0.012499043974409164,0.9363848995920471,0.05111605643354387,2.5848487976314583
0.7624752840526874,0.2001304523847126,0.03739426356260003,0.46036859019690374
0.4626628526514836,0.36453282011733223,0.1728043272311842,1.0161171685718293
0.1293871319380957,0.774012416142206,0.09660045191969822,2.472537774972242
0.5026055288061847,0.40261270016509276,0.09478177102872253,2.1354872532272173
0.26822377651342594,0.09995803868187658,0.6318181848046974,0.08702437963857128
0.1966734039023002,0.4087062836211378,0.394620312476562,0.343414956777595
0.27357870817254737,0.7201715101815569,0.0062497816458958935,1.4948570656198037
0.04810177857792685,0.3825766148389228,0.5693216065831505,0.30864787475761607
0.3421991749810819,0.017212039846637696,0.6405887851722804,0.06164881855668958
0.7546013434061994,0.10324100293624325,0.14215765365755725,0.10863022491913553
0.08506285544038025,0.30122004191669244,0.6137171026429272,0.18706383669754964
0.19680434713554984,0.18798057895058265,0.6152150739138675,0.19255740352207057
0.29238446533638107,0.09349106174421583,0.614124472919403,0.06374416852930533
0.44761851876565883,0.4880212347723127,0.06436024646202837,1.672199069135831
0.22781456548424467,0.2012661498464848,0.5709192846692706,0.21390505833995557
0.03497515584506913,0.2008951397636701,0.7641297043912607,0.10417241471381576
0.37380245486906827,0.2822584448876173,0.3439391002433143,0.10041893693821936
0.318162995099087,0.24641788500809414,0.43541911989281884,0.2946953115012854
0.19126081900345707,0.8073657958045052,0.0013733851920377797,2.465145007797297
0.11698941119403672,0.06475066001345621,0.8182599287925072,0.10008134426015952
0.14110880472818593,0.3302432908075025,0.5286479044643116,0.33016441473221575
0.5514594774567056,0.3946423514793602,0.05389817106393405,1.4013559301841982
0.43965091206034346,0.0605985990619722,0.49975048887768436,0.0886682896880768
0.798013370082551,0.08290396957897689,0.11908266033847208,1.769086813774902
0.7259176063095906,0.03454404054531596,0.23953835314509359,1.2536132167295002
0.6629902633635064,0.011667136558777188,0.3253426000777164,1.580189227900422
0.6854566040948148,0.219981018594995,0.09456237731019022,0.2099761043697601
0.3003700567310749,0.3188293457829006,0.3808005974860246,0.3426531358021205
0.07433771718532532,0.11309442685658051,0.8125678559580942,0.11211442691970906
0.32176429806833357,0.23547150424989494,0.4427641976817715,0.17687831541631013
0.6969763241286252,0.28758167667728834,0.015441999194086502,1.3238749219013177
0.11141072736000925,0.6110318321902047,0.2775574404497859,3.641400621493802
0.29002449255074036,0.1789319071970222,0.5310436002522375,0.24237881324326424
0.5068983834623376,0.3358925416212941,0.1572090749163684,0.548934816933866
0.10541330342938046,0.3398570285698866,0.554729668000733,0.36901772936491445
0.20412368467532693,0.08618377295573794,0.7096925423689351,0.19155945218601256
0.009235752518670055,0.4105312378639708,0.5802330096173591,0.2497446873105369
0.2948909881846437,0.14325077527846844,0.5618582365368878,0.21079392838992417
0.7847234967221471,0.12528347523194044,0.08999302804591247,0.05653868907469769
0.2955609893428608,0.501855782219564,0.20258322843757537,2.4497900517005555
0.8999768494073032,0.08475705190799467,0.015266098684702032,3.0221509453878905
0.2061328238988155,0.1934796004452919,0.6003875756558926,0.1282660980622087
0.4190076236648728,0.5754551106845577,0.0055372656505695,1.4304342623888968
0.3630688882483579,0.3754462193026812,0.26148489244896084,0.5008765102594915
0.0036336288719628347,0.54242936567104,0.4539370054569971,0.5387882548682081
0.29143889434480896,0.5543563496903676,0.15420475596482333,1.0931266387002798
0.27126338693556196,0.6465645040795307,0.08217210898490734,0.9001842271007169
0.23068921808116322,0.4055783868655919,0.3637323950532448,0.3952443995385153
0.43981118764115956,0.03978349198056268,0.5204053203782777,0.1280998763424863
0.40227280029692697,0.4171788587183732,0.1805483409846999,1.5728583348672427
0.43672457514004587,0.44811373704274676,0.1151616878172075,1.4502158087165873
0.07606637806073935,0.11431251988158089,0.8096211020576797,0.13302907290556762
0.050824642607993346,0.4190728217528639,0.5301025356391428,0.5176694832937278
0.294550494519137,0.5908873103462365,0.11456219513462643,1.5857774221000822
0.3433702845652704,0.6042373099039512,0.05239240553077841,1.9769291053885072
0.758391816220072,0.14848052789519228,0.0931276558847358,0.09324989772240058
0.050262046729010385,0.1406751557353578,0.8090627975356318,0.15047495412837117
0.6244090241566705,0.18231687503212313,0.19327410081120638,0.26068565163498236
0.48856737219078544,0.4787091304961053,0.03272349731310927,0.9381182631856982
0.03986929374207786,0.5011811623811554,0.4589495438767666,0.4968671557449664
0.36719604874139217,0.4808648603791444,0.15193909087946345,1.689723691684942
0.3762093725889859,0.3552885656450697,0.2685020617659443,0.6647190763673353
0.809675780254726,0.13727007782627437,0.05305414191899973,0.10324524099082119
0.3371708071953232,0.5739678238920863,0.08886136891259055,1.9677829651092882
0.9012424854676112,0.04507716942400303,0.053680345108385735,2.2290950178350393
0.462108243259826,0.47738032288798216,0.0605114338521917,1.23820076827735
0.12001927303361437,0.8231478107184701,0.056832916247915546,2.487456783226205
0.45732758899860293,0.38021466026017936,0.16245775074121765,0.7802358429375513
0.27043990727937195,0.33215377288179126,0.3974063198388368,0.37432133107930976
0.45365049874539787,0.0644281515901845,0.48192134966441763,0.10074953495692511
0.39838845577217535,0.21390511827486097,0.38770642595296356,0.19152085182525272
0.5805823719974564,0.04115260403382107,0.3782650239687224,0.06677075862494405
0.30005908617233806,0.3418017741175202,0.3581391397101417,0.15474642870653987
0.19836338281236332,0.3716960749600607,0.429940542227576,0.6044150138304996
0.47555277764665194,0.1147620637103999,0.40968515864294813,0.0911011637957339
0.31817468849124164,0.362191020347372,0.3196342911613865,0.32203793336603787
0.2636462858283593,0.30060872775811187,0.43574498641352877,0.4470042878794342
0.07560124635372739,0.5892052954835747,0.33519345816269797,1.967402083370171
0.316092301553605,0.30611883500626547,0.3777888634401296,0.37640827790144993
0.7932443247544576,0.04308827939735984,0.16366739584818238,2.0020688345785476
0.6682735992901659,0.2510958094156936,0.08063059129414044,0.9562608662966912
0.30399366145966855,0.2347993394097116,0.4612069991306198,0.32487873755967606
0.01201247860642202,0.34334067785957595,0.644646843534002,0.17591386455290403
0.7892091357225396,0.16467762365561484,0.04611324062184552,0.255511625848406
0.8344932123853832,0.06785873343372135,0.09764805418089538,2.4544044211435323
0.07528466659439677,0.2162071407231485,0.7085081926824548,0.1361039547278685
0.07801886486308753,0.8372237840273691,0.08475735110954333,3.569160594735501
0.017752400114947168,0.7219011680226995,0.2603464318623533,2.2237740280956104
0.30868831753191794,0.15903780339574092,0.5322738790723411,0.12317879176170819
0.07341689560581655,0.05831407900299389,0.8682690253911896,0.1507726926189406
0.17381330140439713,0.28810137718095946,0.5380853214146433,0.22912701455837564
0.11376141148595807,0.03651056729685863,0.8497280212171834,0.11680986013252938
0.32717243021454623,0.3132920769818803,0.3595354928035735,0.3159805736398885
0.42107958966304765,0.006863573663435576,0.5720568366735169,0.04513260200757647
0.5232739784061232,0.12863418341003738,0.3480918381838393,0.1258933167482138
0.2710821688633202,0.4198712303301336,0.30904660080654617,0.6511021997774419
0.3924946046367482,0.4747885889136935,0.13271680644955824,2.0650243026307584
0.5717423747675673,0.2815767775188237,0.14668084771360898,0.36088159118789104
0.33435377635594615,0.17793360665602215,0.4877126169880317,0.17952673692511173
0.4355895992483277,0.3105591918192115,0.2538512089324609,0.45608716486446377
0.24179965567290057,0.3588812239230485,0.39931912040405093,0.38216879359169487
0.18173738398050954,0.41777135272466376,0.40049126329482676,0.4330834053254785
0.10506144785020312,0.6579102747145399,0.23702827743525687,1.4528540511895172
0.1176205523847688,0.5775502987283913,0.30482914888684004,0.8963094549562446
0.28279605226988164,0.5656889063490056,0.1515150413811126,1.9283742345043569
0.36946499980406383,0.3463506625657638,0.28418433763017237,0.3434397794645038
0.6042443558918592,0.08508824027852929,0.31066740382961144,0.04211497727724069
0.13096993743258892,0.35481674860158613,0.5142133139658249,0.24853805969310938
0.11620941504210494,0.39253591973143526,0.49125466522645983,0.21625065667615462
0.0012253976247956866,0.9022131592952649,0.09656144307993939,1.7981508759804194
0.05305547472408644,0.05679222517729186,0.8901523000986217,0.15771807950727967
0.5963846852346365,0.19289245290593204,0.21072286185943157,0.16672697515869692
0.05014097013703611,0.8674782562025929,0.08238077366037112,1.9276975310588258
0.8344447973594895,0.02378049191164816,0.14177471072886247,2.395470357731964
0.7148822782722444,0.2185901779033004,0.06652754382445521,0.3785188997786675
0.24263548397315118,0.36635131512321817,0.3910132009036306,0.31763446058350564
0.13334897446813992,0.625346872850417,0.24130415268144315,1.7939674264534435
0.8837823555643838,0.10962639912975325,0.006591245305862928,2.568906666306831
0.6132424989077192,0.23560103008794506,0.15115647100433574,0.2932036932917491
0.23503482458176694,0.25666293028950715,0.5083022451287258,0.18954950661810274
0.30938549332862186,0.646485826182066,0.04412868048931213,1.77662230936283
0.09874072872934164,0.4505939482390546,0.4506653230316038,0.5427871768913316
0.03086304471764495,0.4683687501718976,0.5007682051104574,0.34125013105107077
0.4992681708023379,0.2541796066944935,0.24655222250316863,0.1558585638943504
0.006609376493480042,0.8371559559689925,0.15623466753752746,1.0510300371945644
0.5180950505086446,0.39528574296141167,0.0866192065299438,2.2180292320297554
0.3724770698241869,0.4421190167939694,0.18540391338184362,1.0467084025789257
0.44684857530226735,0.4369375765572819,0.11621384814045069,1.442456356253428
0.14924745217592494,0.1744424072803129,0.676310140543762,0.08074655604698538
0.07818167644856265,0.006131011998621189,0.9156873115528162,0.03730376491168345
0.38134802276335394,0.4811819099025501,0.13747006733409595,1.3527265526135726
0.23040769622285273,0.08730210429924465,0.6822901994779026,0.1700604771799021
0.17799419829931,0.27636409134351314,0.5456417103571768,0.17558212598400091
0.5136879028204098,0.2521002130385412,0.23421188414104901,0.3057758129743795
0.20861185773886465,0.47892320893017243,0.312464933330963,0.9105355942252734
0.07267004919446157,0.10101844554593341,0.8263115052596051,0.20825042507967528
0.3364551552197648,0.09698379272350693,0.5665610520567282,0.1438861208282872
0.5608016638285884,0.03945567494740164,0.3997426612240101,0.08184145479044722
0.5619981570825827,0.034336441536428945,0.40366540138098833,0.07840540614730049
