lambda1,lambda2,lambda3,x_opt,cov_matrix,sensitivity_norm,P_matrix,P_flattened
0.36885113558175875,0.1870553025175891,0.44409356190065225,-1.4533119963349936,"[[8.245451310908258, -2821.9987677600143, 5514.389666564163], [-2821.9987677600143, -14.222461890023652, -3276.0982427989657], [5514.389666564163, -3276.0982427989657, 2.8259655067257583]]",9910.108905799614,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.6148390266992503,0.06221665121727089,0.3229443220834788,-1.245338486908944,"[[6.919236164237219, -1619.395748999235, 3180.2995893986185], [-1619.395748999235, -8.238187324378998, -2806.9696344859626], [3180.2995893986185, -2806.9696344859626, 0.5763120339456584]]",6421.196872387514,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.29423010724313925,0.27960089356059925,0.4261689991962616,-1.5552262736808706,"[[7.828022511791843, -3787.6632524488937, 7373.109871508632], [-3787.6632524488937, -19.060223766422446, -3080.314120902834], [7373.109871508632, -3080.314120902834, 5.323918685405982]]",12505.814938004758,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.31133591384191106,0.2700465111648999,0.418617574993189,-1.5465235014430432,"[[7.902818877468043, -3693.700282515699, 7188.3632268093215], [-3693.700282515699, -18.592081670736782, -3111.7176639933673], [7188.3632268093215, -3111.7176639933673, 5.060743202365625]]",12247.366357188293,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.07937709824063786,0.857640412308909,0.06298248945045312,-2.0,"[[-11.99155159532097, -12880.94312514488, 25761.88625029033], [-12880.94312514488, -64.40471562572583, 4796.620638128388], [25761.88625029033, 4796.620638128388, 38.19813361052269]]",41294.16239478147,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.04129928752252347,0.704951053414632,0.2537496590628446,-2.0,"[[-11.991551595320615, -12880.943125145093, 25761.886250290117], [-12880.943125145093, -64.40471562572547, 4796.6206381281745], [25761.886250290117, 4796.6206381281745, 38.19813361052269]]",41294.16239478129,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.09676067171735878,0.022846923093637773,0.8803924051890035,-1.354995836563129,"[[7.891082572709784, -2144.634179575284, 4245.2653901667145], [-2144.634179575284, -10.780398811097136, -3158.4955104247924], [4245.2653901667145, -3158.4955104247924, 1.3933751471681077]]",8074.393859648161,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.19090502420392544,0.39120468656059526,0.4178902892354794,-1.6723484303839986,"[[5.921523218371405, -5329.134805323718, 10343.96951478186], [-5329.134805323718, -26.77802623255694, -2285.802000128356], [10343.96951478186, -2285.802000128356, 9.888146628114924]]",16770.37261548621,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.026464024882579165,0.13001855295587156,0.8435174221615492,-1.420362152152122,"[[8.1950541261949, -2563.8395530061507, 5066.39789822719], [-2563.8395530061507, -12.879144884511451, -3270.9921053013777], [5066.39789822719, -3270.9921053013777, 2.268204745148683]]",9267.27245285068,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.0631619054536515,0.5956373969794635,0.341200697566885,-1.9494410368419801,"[[-8.163047563583703, -11626.321195074566, 22313.718499457806], [-11626.321195074566, -58.33561632927342, 3424.7089764231473], [22313.718499457806, 3424.7089764231473, 31.019646127729672]]",35911.11876080278,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.0329258852547915,0.9491817446586396,0.017892370086568833,-2.0,"[[-11.99155159532026, -12880.943125145022, 25761.886250289903], [-12880.943125145022, -64.40471562572512, 4796.620638127962], [25761.886250289903, 4796.620638127962, 38.19813361052198]]",41294.162394780935,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.31964929827024163,0.31114688199478796,0.3692038197349704,-1.6062000651878476,"[[7.2122927670195125, -4403.785239241848, 8526.957877199982], [-4403.785239241848, -22.16313700562953, -2810.5060057883334], [8526.957877199982, -2810.5060057883334, 7.037610876401246]]",14142.247024880266,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.33495714619251443,0.10344554151024668,0.5615973122972389,-1.376668294313779,"[[8.017370084262154, -2276.2777391646337, 4478.3117191847305], [-2276.2777391646337, -11.469533564258683, -3205.4430249022657], [4478.3117191847305, -3205.4430249022657, 1.6388364029962688]]",8427.535872721319,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.2854795054095644,0.045074652518220286,0.6694458420722152,-1.3409173374615502,"[[7.79415539956112, -2066.7721305575524, 4080.324493677345], [-2066.7721305575524, -10.408180612656626, -3122.684363730297], [4080.324493677345, -3122.684363730297, 1.2446303464147768]]",7832.220370103455,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.2416405578836996,0.46565959467749074,0.2926998474388096,-1.8519406215399157,"[[-1.3779852941546267, -8959.171227531186, 17108.770512642124], [-8959.171227531186, -45.01398032164072, 723.441783251566], [17108.770512642124, 723.441783251566, 21.455218967267697]]",27331.351587291614,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.006378567414528059,0.4624533400462388,0.5311680925392331,-1.6873937213089047,"[[5.55249923125487, -5546.808497953392, 10832.397653816342], [-5546.808497953392, -27.83894730931209, 0.0], [10832.397653816342, 0.0, 10.684507807236265]]",17210.949040732463,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.12154687721024507,0.051397792613751644,0.8270553301760033,-1.3678703258752374,"[[7.969663375180147, -2220.314590164776, 4391.071574247611], [-2220.314590164776, -11.162373153718619, -3188.2048462537327], [4391.071574247611, -3188.2048462537327, 1.5384991989742858]]",8291.688830592235,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.20173549967892168,0.36279560438499164,0.4354688959360866,-1.6370244510057208,"[[6.689559051556948, -4806.127190152445, 9345.392136104458], [-4806.127190152445, -24.155033771251944, -2604.966869515941], [9345.392136104458, -2604.966869515941, 8.296962178212475]]",15311.525963435548,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.22290555777521737,0.02050119574290769,0.756593246481875,-1.3358619430016574,"[[7.758256127983554, -2038.940718353448, 4031.5543471642986], [-2038.940718353448, -10.260857690367775, -3108.5962237259146], [4031.5543471642986, -3108.5962237259146, 1.196969149514615]]",7755.535267600678,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.0347960404706296,0.663794435944944,0.3014095235844263,-2.0,"[[-11.991551595320615, -12880.943125145093, 25761.886250289976], [-12880.943125145093, -64.40471562572547, 4796.620638128033], [25761.886250289976, 4796.620638128033, 38.19813361052198]]",41294.16239478108,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.5952237556886759,0.2664389690959025,0.13833727521542166,-1.6832326958803172,"[[5.520695023446276, -5685.549770363511, 10413.970552411147], [-5685.549770363511, -28.839188405083505, -1944.8602932243018], [10413.970552411147, -1944.8602932243018, 9.99276891493981]]",17003.48325691378,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.5546703877065856,0.3690834481394137,0.07624616415400069,-2.0,"[[-11.99155159532026, -12880.943125145093, 25761.886250290045], [-12880.943125145093, -64.40471562572547, 4796.620638128104], [25761.886250290045, 4796.620638128104, 38.198133610522866]]",41294.16239478119,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.13685540283347483,0.5015942654839513,0.36155033168257394,-1.8237487542213133,"[[0.24428978866826156, -8234.681183333343, 15870.551111326313], [-8234.681183333343, -41.34439455173755, 35.578820358708185], [15870.551111326313, 35.578820358708185, 19.300413310114806]]",25285.832934001573,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.49481031147291443,0.08493435129103798,0.42025533723604747,-1.3254118928047758,"[[7.673854151578086, -1985.523200879138, 3895.9557241138664], [-1985.523200879138, -10.04207902838421, -3081.017214721191], [3895.9557241138664, -3081.017214721191, 1.0945754235974103]]",7564.855706176466,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.43126418180593695,0.5426768045382067,0.02605901365585632,-2.0,"[[-11.991551595319905, -12880.943125144951, 25761.88625029026], [-12880.943125144951, -64.4047156257244, 4796.620638128104], [25761.88625029026, 4796.620638128104, 38.198133610523044]]",41294.162394781364,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.16112769753355682,0.7027250071105149,0.13614729535592834,-2.0,"[[-11.99155159532026, -12880.943125145022, 25761.886250290187], [-12880.943125145022, -64.40471562572512, 4796.620638128104], [25761.886250290187, 4796.620638128104, 38.19813361052269]]",41294.16239478131,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.2550009820525633,0.6299271773663181,0.11507184058111872,-2.0,"[[-11.99155159532026, -12880.943125145022, 25761.886250290045], [-12880.943125145022, -64.40471562572512, 4796.620638128104], [25761.886250290045, 4796.620638128104, 38.19813361052269]]",41294.16239478114,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.31864725327695204,0.13689857758843949,0.5444541691346083,-1.406988153931809,"[[8.152905642152586, -2474.5557015216414, 4861.447442595672], [-2474.5557015216414, -12.464092740624277, -3253.1122105927857], [4861.447442595672, -3253.1122105927857, 2.0507832200875598]]",8982.198976459626,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.23103110632991758,0.05437804436452091,0.7145908493055615,-1.3558601924122302,"[[7.895791781899586, -2150.4490139779086, 4247.103569949768], [-2150.4490139779086, -10.822150866896063, -3160.6251452557817], [4247.103569949768, -3160.6251452557817, 1.4003531345092135]]",8081.084298057387,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.1296843304840911,0.1667358127814162,0.7035798567344926,-1.4401948945043757,"[[8.2346469458086, -2711.999868525403, 5344.727810223943], [-2711.999868525403, -13.63177459248437, -3282.0908048493534], [5344.727810223943, -3282.0908048493534, 2.6009762694311434]]",9663.675170805662,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.036907474383334936,0.13534521237603836,0.8277473132406268,-1.4230492987702195,"[[8.20199036648237, -2583.256336997657, 5103.395940535406], [-2583.256336997657, -12.977364847288797, -3273.2469631795166], [5103.395940535406, -3273.2469631795166, 2.3114321741573463]]",9320.099744547508,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.301393203080993,0.2998393968367514,0.39876740008225553,-1.5838271111452267,"[[7.521270984722328, -4120.553324186424, 8001.179369776316], [-4120.553324186424, -20.73477657700824, -2945.931108336346], [8001.179369776316, -2945.931108336346, 6.2447940679767555]]",13392.281646442972,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.10562144079535192,0.7967458479823744,0.09763271122227388,-2.0,"[[-11.99155159532026, -12880.943125144739, 25761.88625029047], [-12880.943125144739, -64.40471562572512, 4796.620638128245], [25761.88625029047, 4796.620638128245, 38.19813361052269]]",41294.162394781524,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.18029564412772064,0.10252189976321499,0.7171824561090644,-1.393407892939008,"[[8.099461665881247, -2381.021820714668, 4698.384335767169], [-2381.021820714668, -11.975018052458797, -3235.9424457336236], [4698.384335767169, -3235.9424457336236, 1.8625735947995103]]",8742.48363168736,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.4683808747442667,0.30577054284052024,0.22584858241521302,-1.6775519053014143,"[[5.742795363648323, -5485.6018554916545, 10387.126338219783], [-5485.6018554916545, -27.675486733991406, -2140.401341642217], [10387.126338219783, -2140.401341642217, 9.956420662405918]]",16885.851367799307,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.09394263029121011,0.35583847013541453,0.5502188995733753,-1.5972913866931084,"[[7.349962608454419, -4268.917060159367, 8353.557283237904], [-4268.917060159367, -21.441090124475437, -2891.8565496100255], [8353.557283237904, -2891.8565496100255, 6.76198581456422]]",13882.988596678544,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.19289289259696973,0.4319141727315992,0.37519293467143106,-1.7381259545861931,"[[3.964751168574132, -6455.531910416318, 12474.303717679297], [-6455.531910416318, -32.43180538159898, -1476.3116056251845], [12474.303717679297, -1476.3116056251845, 13.412741868937239]]",19973.095161524805,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.2458840018765554,0.2709088375635489,0.4832071605598958,-1.5363841443058628,"[[7.980836811627157, -3580.9730426938554, 6995.14872100579], [-3580.9730426938554, -18.0116964084597, -3151.921412845908], [6995.14872100579, -3151.921412845908, 4.781216742243366]]",11974.162821821341,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.47923364999318574,0.10177491483690894,0.4189914351699053,-1.3474249005857075,"[[7.836454782938862, -2105.2140657331183, 4126.160106114138], [-2105.2140657331183, -10.641416611496446, -3140.248501095932], [4126.160106114138, -3140.248501095932, 1.3031259942846596]]",7914.337913740841,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.21766300087896667,0.4714800819757602,0.31085691714527325,-1.8387500199623859,"[[-0.6040701216823763, -8620.952144453788, 16511.119689251038], [-8620.952144453788, -43.30725130993294, 400.6961646891938], [16511.119689251038, 400.6961646891938, 20.4062014944979]]",26347.659965701714,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.8019385766499566,0.010816784782361324,0.1872446385676821,1.6964105672796657,"[[-9.121433002642032, 5228.202177606143, -10247.21792303282], [5228.202177606143, 25.712154919644803, 3094.7055271049703], [-10247.21792303282, 3094.7055271049703, -8.762871167832431]]",16847.384724236912,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.3350534747725856,0.6393801784711397,0.025566346756274512,-2.0,"[[-11.991551595320615, -12880.943125145093, 25761.886250290117], [-12880.943125145093, -64.40471562572512, 4796.620638127962], [25761.886250290117, 4796.620638127962, 38.19813361052269]]",41294.16239478124,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.3682596346562717,0.570485071832381,0.06125529351134739,-2.0,"[[-11.99155159532026, -12880.943125145022, 25761.886250290045], [-12880.943125145022, -64.40471562572512, 4796.620638128104], [25761.886250290045, 4796.620638128104, 38.19813361052269]]",41294.16239478114,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.12413274513003045,0.48075385715301866,0.3951133977169508,-1.775147695592242,"[[2.5433142200848025, -7166.9042148323215, 13865.185423715153], [-7166.9042148323215, -35.984744480066944, -905.1054976348993], [13865.185423715153, -905.1054976348993, 15.797362027848116]]",22110.082509294178,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.3092743693198936,0.21668578191887916,0.47403984876122707,-1.4840757400161129,"[[8.218208068035615, -3079.6374600683052, 6020.933903522127], [-3079.6374600683052, -15.50488284355147, -3258.974420167959], [6020.933903522127, -3258.974420167959, 3.4630510963699734]]",10616.674262110204,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.7092856048583105,0.28785667831183204,0.0028577168298573753,-2.0,"[[-11.99155159532026, 0.0, 25761.88625029008], [0.0, -64.4047156257252, 4796.620638128051], [25761.88625029008, 4796.620638128051, 38.19813361052269]]",37059.01315874612,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.13358661185596946,0.41553971344961443,0.45087367469441614,-1.6808186110439498,"[[5.714696398266383, -5455.031840422109, 10609.793271008812], [-5455.031840422109, -27.398397675667674, -2207.2424960581216], [10609.793271008812, -2207.2424960581216, 10.319566512109724]]",17157.939851955965,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.2978066832502608,0.48479226952278276,0.21740104722695644,-2.0,"[[-11.99155159532026, -12880.943125145022, 25336.36841643293], [-12880.943125145022, -64.40471562572547, 4796.620638128033], [25336.36841643293, 4796.620638128033, 36.91935200113079]]",40764.216103690385,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.443788147625964,0.2712373320334652,0.2849745203405708,-1.5851856264898374,"[[7.49727941070093, -4159.552468458134, 7986.086284343744], [-4159.552468458134, -20.982061531479523, -2910.8716362912187], [7986.086284343744, -2910.8716362912187, 6.238513548680924]]",13383.040928681503,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.4072166749724029,0.10024362361119106,0.492539701416406,-1.3619129121045057,"[[7.9319511801811515, -2187.864690640069, 4297.568505369575], [-2187.864690640069, -11.038844524837366, -3174.430385439706], [4297.568505369575, -3174.430385439706, 1.461693358913685]]",8164.918700041006,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.22854137004320085,0.41964775034801854,0.3518108796087806,-1.7405994527133057,"[[3.8690828100119035, -6510.284423089772, 12551.217404202005], [-6510.284423089772, -32.71630491449784, -1429.9863293867786], [12551.217404202005, -1429.9863293867786, 13.53896149730982]]",20097.878336493402,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.11514875612825456,0.5025797210294012,0.3822715228423442,-1.8071112514528855,"[[1.0924141111511076, -7849.353955667304, 15161.70093878646], [-7849.353955667304, -39.40605854335253, -314.2457355406236], [15161.70093878646, -314.2457355406236, 18.057245373082154]]",24149.087904445507,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.8456622353525006,0.05302216928452731,0.10131559536297209,1.8640850565201716,"[[-23.0247578041064, 5151.259382276722, -9490.43962040879], [5151.259382276722, 24.819738252509783, 6075.360534585745], [-9490.43962040879, 6075.360534585745, -3.1985105162018357]]",17522.24307741421,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.08889636817514696,0.03200222460198114,0.8791014072228719,-1.3607993285334474,"[[7.927627098913437, -2178.217789172212, 4311.166511365432], [-2178.217789172212, -10.948402783522049, -3172.3365585284214], [4311.166511365432, -3172.3365585284214, 1.4576214872303872]]",8172.4661010112095,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.1530377974281767,0.18626846077425843,0.6606937417975649,-1.4540890185951547,"[[8.245693492063388, -2821.2633897273417, 5553.348859567855], [-2821.2633897273417, -14.182863057082784, -3283.264984492504], [5553.348859567855, -3283.264984492504, 2.8569819470640745]]",9957.828908188743,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.041310382134431965,0.9146666719319642,0.04402294593360379,-2.0,"[[-11.99155159531955, -12880.943125145164, 25761.886250290045], [-12880.943125145164, -64.40471562572512, 4796.620638127962], [25761.886250290045, 4796.620638127962, 38.19813361052198]]",41294.1623947812,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.06311311187818917,0.8507854849930392,0.08610140312877149,-2.0,"[[-11.99155159531955, -12880.94312514488, 25761.886250290045], [-12880.94312514488, -64.4047156257244, 4796.620638128104], [25761.886250290045, 4796.620638128104, 38.1981336105234]]",41294.16239478105,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.5754645384099376,0.31562546890600085,0.10890999268406151,-1.9069203984032534,"[[-5.880075419351449, -11047.35159031744, 19444.632637831593], [-11047.35159031744, -55.91930054241985, 2885.499525742965], [19444.632637831593, 2885.499525742965, 24.96060597808878]]",31889.362344864567,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.21584215738293502,0.618853411827649,0.165304430789416,-2.0,"[[-11.99155159532026, -12880.94312514488, 25761.886250290187], [-12880.94312514488, -64.40471562572512, 4796.620638128245], [25761.886250290187, 4796.620638128245, 38.19813361052269]]",41294.16239478126,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.16649903275154504,0.5890573574366696,0.2444436098117854,-2.0,"[[-11.991551595320615, -12880.943125145093, 25761.886250289976], [-12880.943125145093, -64.40471562572547, 4796.620638128033], [25761.886250289976, 4796.620638128033, 38.19813361052233]]",41294.16239478108,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.5871441064667375,0.2262312222002995,0.18662467133296298,-1.541250176319257,"[[7.936093100847774, -3688.1116518689614, 6959.740136945899], [-3688.1116518689614, -18.71204230950294, -3067.656029117387], [6959.740136945899, -3067.656029117387, 4.7950752625833815]]",11954.152575642618,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.19623605987970544,0.5742562466686921,0.2295076934516024,-2.0,"[[-11.99155159532026, -12880.943125145022, 25761.886250290187], [-12880.943125145022, -64.40471562572512, 4796.620638128245], [25761.886250290187, 4796.620638128245, 38.19813361052269]]",41294.16239478135,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.09435942605716113,0.1951601703613378,0.7104804035815011,-1.4606229850039276,"[[8.245854617575255, -2872.906799458512, 5660.396350699095], [-2872.906799458512, -14.435952150656028, -3283.29124734811], [5660.396350699095, -3283.29124734811, 2.9873368106745346]]",10106.811999617123,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.3965379542074816,0.08703121003187478,0.5164308357606435,-1.3521475165002772,"[[7.869856505352768, -2130.795748721734, 4190.1930719206775], [-2130.795748721734, -10.749013766108018, -3151.7180398470223], [4190.1930719206775, -3151.7180398470223, 1.3557973556079794]]",8003.927131415207,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.5698526442767621,0.19674024157158043,0.23340711415165757,-1.4691143566719655,"[[8.24093872599656, -2972.820912479488, 5695.016671627133], [-2972.820912479488, -15.073324268789445, -3246.8120391776088], [5695.016671627133, -3246.8120391776088, 3.0932257822295917]]",10179.667954176668,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.3792586844331778,0.257193259041272,0.36354805652555017,-1.5428081379460428,"[[7.931295293793372, -3660.351987238659, 7096.126138714655], [-3660.351987238659, -18.443474111538016, -3116.8586737817704], [7096.126138714655, -3116.8586737817704, 4.93734088449953]]",12121.732925751061,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.16368321469064764,0.34895783517660617,0.4873589501327461,-1.6074067151794835,"[[7.200626143529121, -4402.442012952505, 8589.74014827396], [-4402.442012952505, -22.121645236724063, -2823.607493253561], [8589.74014827396, -2823.607493253561, 7.124319564052506]]",14222.389866285032,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.1145808289567987,0.3553011919526197,0.5301179790905817,-1.6016557918452066,"[[7.287482608154505, -4325.184671556243, 8456.242460626412], [-4325.184671556243, -21.72627968673435, -2864.1233757423734], [8456.242460626412, -2864.1233757423734, 6.918679894273438]]",14029.87870302674,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.030323469403068883,0.2699685556739588,0.6997079749229723,-1.5127992814612738,"[[8.120529051902281, -3335.2351006551826, 6563.948345832102], [-3335.2351006551826, -16.7497339586685, -3224.16689257615], [6563.948345832102, -3224.16689257615, 4.170323380264662]]",11367.02645010268,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.4230423450537494,0.48414642804637503,0.09281122689987562,-2.0,"[[-11.99155159532026, -12880.94312514488, 25761.88625029026], [-12880.94312514488, -64.40471562572476, 4796.6206381281745], [25761.88625029026, 4796.6206381281745, 38.198133610522866]]",41294.16239478134,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.6575602879044093,0.1654383096083656,0.17700140248722496,-1.3911638092429086,"[[8.084021395725083, -2386.455657134432, 4553.040560721575], [-2386.455657134432, -12.188382888844984, -3217.6061389146503], [4553.040560721575, -3217.6061389146503, 1.7852568215925846]]",8576.531555802341,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.40463701973479016,0.22287510712310543,0.37248787314210435,-1.4985132110783506,"[[8.17764159362877, -3217.6759492947226, 6251.099036603875], [-3217.6759492947226, -16.224002615618538, -3230.5800248310843], [6251.099036603875, -3230.5800248310843, 3.77785408826945]]",10942.257277095016,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.4438696309841264,0.16455834216010717,0.3915720268557663,-1.424235670779029,"[[8.204397998312096, -2601.5627004912644, 5074.602254352527], [-2601.5627004912644, -13.1334478488637, -3265.3782190182487], [5074.602254352527, -3265.3782190182487, 2.3079889444554524]]",9293.280798610562,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
0.17126472375444118,0.5732472265616645,0.25548804968389416,-2.0,"[[-11.99155159532026, -12880.943125145164, 25761.886250290045], [-12880.943125145164, -64.40471562572547, 4796.6206381281745], [25761.886250290045, 4796.6206381281745, 38.19813361052269]]",41294.16239478125,"[[nan, nan, nan], [nan, nan, nan], [nan, nan, nan]]","[nan, nan, nan, nan, nan, nan]"
